reportable_comp,subsection,state,formation_yr,assets,liabilities,expenses,revenue,state_median_income,ntee_letter,total_ex_comp_per_company,percent_of_total_ex_comp,voting_memb_ct,voting_indepmemb_ct,employee_tot_ct,volunteer_tot_ct,salaries_expense_tot_curyr,label
200807.0,501(c)(12),ME,1940,45959786,32926854.0,16128926.0,16128926.0,56277,W,200807,1.0,11,11,37,0,1753677,3
93151.0,501(c)(5),ME,1937,1583360,521856.0,2404294.0,3013154.0,56277,J,410827,0.2267402093825381,7,4,22,0,1205249,7
99284.0,501(c)(5),ME,1937,1583360,521856.0,2404294.0,3013154.0,56277,J,410827,0.2416686342426374,7,4,22,0,1205249,7
111331.0,501(c)(5),ME,1937,1583360,521856.0,2404294.0,3013154.0,56277,J,410827,0.2709924128647825,7,4,22,0,1205249,7
107061.0,501(c)(5),ME,1937,1583360,521856.0,2404294.0,3013154.0,56277,J,410827,0.2605987435100419,7,4,22,0,1205249,7
76339.0,501(c)(13),ME,1834,11217080,65897.0,881233.0,1601508.0,56277,Y,76339,1.0,6,6,12,0,450567,8
237594.0,501(c)(3),ME,1917,57596830,12723455.0,51775423.0,51035581.0,56277,E,237594,1.0,9,8,465,32,23740170,3
115778.0,501(c)(6),ME,1937,2042353,333842.0,2457853.0,2413567.0,56277,S,115778,1.0,17,17,70,19,1233771,1
237291.0,501(c)(3),ME,1964,61813387,49500605.0,186390995.0,182294481.0,56277,E,1370434,0.1731502575096648,19,13,776,81,56421035,3
253506.0,501(c)(3),ME,1964,61813387,49500605.0,186390995.0,182294481.0,56277,E,1370434,0.18498227568784775,19,13,776,81,56421035,3
390996.0,501(c)(3),ME,1964,61813387,49500605.0,186390995.0,182294481.0,56277,E,1370434,0.28530815785364344,19,13,776,81,56421035,3
280721.0,501(c)(3),ME,1964,61813387,49500605.0,186390995.0,182294481.0,56277,E,1370434,0.20484094819597296,19,13,776,81,56421035,3
207920.0,501(c)(3),ME,1964,61813387,49500605.0,186390995.0,182294481.0,56277,E,1370434,0.15171836075287098,19,13,776,81,56421035,3
151009.0,501(c)(3),ME,1883,13619001,7571957.0,32248582.0,31997981.0,56277,F,151009,1.0,12,12,514,18,21437625,1
625159.0,501(c)(3),ME,1888,268852897,216707609.0,409927563.0,399902346.0,56277,E,2880568,0.21702629481407834,11,9,2730,1461,187971200,3
555435.0,501(c)(3),ME,1888,268852897,216707609.0,409927563.0,399902346.0,56277,E,2880568,0.19282134634558185,11,9,2730,1461,187971200,3
297165.0,501(c)(3),ME,1888,268852897,216707609.0,409927563.0,399902346.0,56277,E,2880568,0.10316194583845964,11,9,2730,1461,187971200,3
324839.0,501(c)(3),ME,1888,268852897,216707609.0,409927563.0,399902346.0,56277,E,2880568,0.11276907887611055,11,9,2730,1461,187971200,3
582395.0,501(c)(3),ME,1888,268852897,216707609.0,409927563.0,399902346.0,56277,E,2880568,0.2021806116016008,11,9,2730,1461,187971200,3
203168.0,501(c)(3),ME,1888,268852897,216707609.0,409927563.0,399902346.0,56277,E,2880568,0.070530534255744,11,9,2730,1461,187971200,3
292407.0,501(c)(3),ME,1888,268852897,216707609.0,409927563.0,399902346.0,56277,E,2880568,0.10151018826842484,11,9,2730,1461,187971200,3
396365.0,501(c)(3),ME,1892,839096058,538137586.0,1961081211.0,1974139686.0,56277,E,4961243,0.07989227699590606,19,13,4853,323,452948773,5
403659.0,501(c)(3),ME,1892,839096058,538137586.0,1961081211.0,1974139686.0,56277,E,4961243,0.08136247307378414,19,13,4853,323,452948773,5
175915.0,501(c)(3),ME,1892,839096058,538137586.0,1961081211.0,1974139686.0,56277,E,4961243,0.03545784796269806,19,13,4853,323,452948773,5
350830.0,501(c)(3),ME,1892,839096058,538137586.0,1961081211.0,1974139686.0,56277,E,4961243,0.07071413353468073,19,13,4853,323,452948773,5
452592.0,501(c)(3),ME,1892,839096058,538137586.0,1961081211.0,1974139686.0,56277,E,4961243,0.09122552553866037,19,13,4853,323,452948773,5
283109.0,501(c)(3),ME,1892,839096058,538137586.0,1961081211.0,1974139686.0,56277,E,4961243,0.05706412687304371,19,13,4853,323,452948773,5
480000.0,501(c)(3),ME,1892,839096058,538137586.0,1961081211.0,1974139686.0,56277,E,4961243,0.0967499475433878,19,13,4853,323,452948773,5
645901.0,501(c)(3),ME,1892,839096058,538137586.0,1961081211.0,1974139686.0,56277,E,4961243,0.13018934972546195,19,13,4853,323,452948773,5
467488.0,501(c)(3),ME,1892,839096058,538137586.0,1961081211.0,1974139686.0,56277,E,4961243,0.09422799891075684,19,13,4853,323,452948773,5
461862.0,501(c)(3),ME,1892,839096058,538137586.0,1961081211.0,1974139686.0,56277,E,4961243,0.09309400890059204,19,13,4853,323,452948773,5
272532.0,501(c)(3),ME,1892,839096058,538137586.0,1961081211.0,1974139686.0,56277,E,4961243,0.05493220146644702,19,13,4853,323,452948773,5
257943.0,501(c)(3),ME,1892,839096058,538137586.0,1961081211.0,1974139686.0,56277,E,4961243,0.051991607748300174,19,13,4853,323,452948773,5
313047.0,501(c)(3),ME,1892,839096058,538137586.0,1961081211.0,1974139686.0,56277,E,4961243,0.06309850172628109,19,13,4853,323,452948773,5
149272.0,501(c)(3),ME,1836,45063904,8874827.0,15899488.0,15887150.0,56277,B,376920,0.39603098800806535,20,20,159,73,7268724,1
227648.0,501(c)(3),ME,1836,45063904,8874827.0,15899488.0,15887150.0,56277,B,376920,0.6039690119919346,20,20,159,73,7268724,1
192497.0,501(c)(3),ME,1945,151203372,113378877.0,545405583.0,547038002.0,56277,E,2364293,0.08141841979822298,19,13,1943,213,113670752,5
106109.0,501(c)(3),ME,1945,151203372,113378877.0,545405583.0,547038002.0,56277,E,2364293,0.04487980127674531,19,13,1943,213,113670752,5
237363.0,501(c)(3),ME,1945,151203372,113378877.0,545405583.0,547038002.0,56277,E,2364293,0.1003949172120376,19,13,1943,213,113670752,5
102380.0,501(c)(3),ME,1945,151203372,113378877.0,545405583.0,547038002.0,56277,E,2364293,0.04330258559324077,19,13,1943,213,113670752,5
202876.0,501(c)(3),ME,1945,151203372,113378877.0,545405583.0,547038002.0,56277,E,2364293,0.0858083156360062,19,13,1943,213,113670752,5
311332.0,501(c)(3),ME,1945,151203372,113378877.0,545405583.0,547038002.0,56277,E,2364293,0.1316808026754721,19,13,1943,213,113670752,5
337912.0,501(c)(3),ME,1945,151203372,113378877.0,545405583.0,547038002.0,56277,E,2364293,0.14292306410415292,19,13,1943,213,113670752,5
157031.0,501(c)(3),ME,1945,151203372,113378877.0,545405583.0,547038002.0,56277,E,2364293,0.06641774094835115,19,13,1943,213,113670752,5
325797.0,501(c)(3),ME,1945,151203372,113378877.0,545405583.0,547038002.0,56277,E,2364293,0.13779891071030534,19,13,1943,213,113670752,5
390996.0,501(c)(3),ME,1945,151203372,113378877.0,545405583.0,547038002.0,56277,E,2364293,0.1653754420454656,19,13,1943,213,113670752,5
56888.0,501(c)(3),ME,1814,13829295,3655251.0,9323374.0,8651496.0,56277,B,318958,0.17835577097925118,22,21,145,30,4638420,1
60799.0,501(c)(3),ME,1814,13829295,3655251.0,9323374.0,8651496.0,56277,B,318958,0.1906175734736235,22,21,145,30,4638420,1
201271.0,501(c)(3),ME,1814,13829295,3655251.0,9323374.0,8651496.0,56277,B,318958,0.6310266555471253,22,21,145,30,4638420,1
394244.0,501(c)(3),ME,1935,59692021,26191422.0,20537396.0,20766668.0,56277,B,499718,0.7889329581884182,22,22,340,50,11010142,1
105474.0,501(c)(3),ME,1935,59692021,26191422.0,20537396.0,20766668.0,56277,B,499718,0.21106704181158173,22,22,340,50,11010142,1
101769.0,501(c)(3),ME,1914,8628554,2945179.0,3015249.0,2669541.0,56277,P,101769,1.0,19,19,190,316,1515987,1
85667.0,501(c)(3),ME,1941,7646444,1994007.0,2943354.0,2926176.0,56277,P,85667,1.0,14,14,206,110,1512789,1
160918.0,501(c)(3),ME,1955,66564108,28025906.0,56371787.0,56797532.0,56277,B,893659,0.18006644592624255,18,17,1196,25,24574675,3
77554.0,501(c)(3),ME,1955,66564108,28025906.0,56371787.0,56797532.0,56277,B,893659,0.08678254233438032,18,17,1196,25,24574675,3
291666.0,501(c)(3),ME,1955,66564108,28025906.0,56371787.0,56797532.0,56277,B,893659,0.3263728111058021,18,17,1196,25,24574675,3
94045.0,501(c)(3),ME,1955,66564108,28025906.0,56371787.0,56797532.0,56277,B,893659,0.1052358897521314,18,17,1196,25,24574675,3
148459.0,501(c)(3),ME,1955,66564108,28025906.0,56371787.0,56797532.0,56277,B,893659,0.16612488656187652,18,17,1196,25,24574675,3
121017.0,501(c)(3),ME,1955,66564108,28025906.0,56371787.0,56797532.0,56277,B,893659,0.13541742431956708,18,17,1196,25,24574675,3
246783.0,501(c)(3),ME,1974,26983973,10009144.0,44653556.0,43311913.0,56277,E,246783,1.0,9,8,375,64,20015348,3
310347.0,501(c)(3),ME,1991,204691719,65227288.0,208569627.0,214567867.0,56277,E,310347,1.0,25,23,1357,450,102064560,3
167495.0,501(c)(3),ME,1801,26573173,11186433.0,12094465.0,11440887.0,56277,B,167495,1.0,15,15,197,50,6557238,1
148664.0,501(c)(4),ME,1939,2118553,45598.0,591393.0,742239.0,56277,W,148664,1.0,28,28,4,60,228415,1
74706.0,501(c)(3),ME,1881,3198856,39670.0,529495.0,706130.0,56277,S,74706,1.0,15,15,22,300,258209,3
142980.0,501(c)(3),ME,1952,18070674,11633411.0,36638449.0,32033619.0,56277,E,375731,0.3805382041939579,10,6,289,12,19135793,1
232751.0,501(c)(3),ME,1952,18070674,11633411.0,36638449.0,32033619.0,56277,E,375731,0.6194617958060421,10,6,289,12,19135793,1
388277.0,501(c)(3),ME,1791,43342437,12183959.0,22575409.0,22342412.0,56277,B,388277,1.0,26,25,243,150,10362874,1
176204.0,501(c)(3),ME,1924,22037507,10494272.0,59433208.0,64311422.0,56277,E,757259,0.2326865709090285,14,10,375,110,25417196,3
135173.0,501(c)(3),ME,1924,22037507,10494272.0,59433208.0,64311422.0,56277,E,757259,0.1785029956725506,14,10,375,110,25417196,3
180225.0,501(c)(3),ME,1924,22037507,10494272.0,59433208.0,64311422.0,56277,E,757259,0.23799651110122166,14,10,375,110,25417196,3
265657.0,501(c)(3),ME,1924,22037507,10494272.0,59433208.0,64311422.0,56277,E,757259,0.3508139223171993,14,10,375,110,25417196,3
175108.0,501(c)(3),ME,1948,50508413,14352224.0,54657785.0,55345767.0,56277,E,1369930,0.12782258947537464,11,9,580,32,33146288,1
198488.0,501(c)(3),ME,1948,50508413,14352224.0,54657785.0,55345767.0,56277,E,1369930,0.1448891549203244,11,9,580,32,33146288,1
684563.0,501(c)(3),ME,1948,50508413,14352224.0,54657785.0,55345767.0,56277,E,1369930,0.4997065543494923,11,9,580,32,33146288,1
311771.0,501(c)(3),ME,1948,50508413,14352224.0,54657785.0,55345767.0,56277,E,1369930,0.22758170125480864,11,9,580,32,33146288,1
210574.0,501(c)(3),ME,1951,2015529466,993247994.0,1332148510.0,1540811646.0,56277,E,4459804,0.04721597630747898,19,14,11746,554,655990620,4
415567.0,501(c)(3),ME,1951,2015529466,993247994.0,1332148510.0,1540811646.0,56277,E,4459804,0.0931805523292055,19,14,11746,554,655990620,4
647646.0,501(c)(3),ME,1951,2015529466,993247994.0,1332148510.0,1540811646.0,56277,E,4459804,0.14521848942240512,19,14,11746,554,655990620,4
512956.0,501(c)(3),ME,1951,2015529466,993247994.0,1332148510.0,1540811646.0,56277,E,4459804,0.11501761063939132,19,14,11746,554,655990620,4
226405.0,501(c)(3),ME,1951,2015529466,993247994.0,1332148510.0,1540811646.0,56277,E,4459804,0.050765683873102936,19,14,11746,554,655990620,4
1368927.0,501(c)(3),ME,1951,2015529466,993247994.0,1332148510.0,1540811646.0,56277,E,4459804,0.3069477941183065,19,14,11746,554,655990620,4
587321.0,501(c)(3),ME,1951,2015529466,993247994.0,1332148510.0,1540811646.0,56277,E,4459804,0.1316921102362346,19,14,11746,554,655990620,4
490408.0,501(c)(3),ME,1951,2015529466,993247994.0,1332148510.0,1540811646.0,56277,E,4459804,0.109961783073875,19,14,11746,554,655990620,4
82350.0,501(c)(3),ME,1941,4397824,145449.0,741974.0,969643.0,56277,A,82350,1.0,12,12,18,60,336284,3
151418.0,501(c)(3),ME,1883,12237980,1461054.0,7478382.0,7853469.0,56277,B,151418,1.0,5,5,139,5,5286576,1
126486.0,501(c)(3),ME,1907,10641864,3415155.0,9507400.0,9540844.0,56277,E,126486,1.0,5,5,260,15,6416923,1
1015015.0,501(c)(3),ME,1963,24873952,12933843.0,42406186.0,43145290.0,56277,E,1469662,0.6906451959702299,14,11,351,26,20506229,3
454647.0,501(c)(3),ME,1963,24873952,12933843.0,42406186.0,43145290.0,56277,E,1469662,0.3093548040297701,14,11,351,26,20506229,3
110845.0,501(c)(3),ME,1959,8643305,840471.0,6413043.0,6534137.0,56277,P,110845,1.0,10,10,230,0,4854526,1
120444.0,501(c)(6),ME,1936,3696029,0.0,1153856.0,1494977.0,56277,S,120444,1.0,57,57,5,400,367975,2
80690.0,501(c)(3),ME,1961,6723223,164087.0,3464016.0,3851611.0,56277,P,80690,1.0,11,11,175,0,2211416,1
91284.0,501(c)(3),ME,1967,8621711,2878150.0,10069439.0,10060510.0,56277,P,91284,1.0,12,12,302,12,6848609,1
96881.0,501(c)(3),ME,1967,20044478,2485574.0,17085695.0,17551223.0,56277,J,563855,0.17181899601847994,5,5,479,10,12073858,1
125511.0,501(c)(3),ME,1967,20044478,2485574.0,17085695.0,17551223.0,56277,J,563855,0.2225944613420117,5,5,479,10,12073858,1
341463.0,501(c)(3),ME,1967,20044478,2485574.0,17085695.0,17551223.0,56277,J,563855,0.6055865426395084,5,5,479,10,12073858,1
507247.0,501(c)(3),ME,1969,115195180,44474418.0,104152916.0,106492964.0,56277,E,1890903,0.2682564890954216,9,6,790,35,56266430,1
224443.0,501(c)(3),ME,1969,115195180,44474418.0,104152916.0,106492964.0,56277,E,1890903,0.11869619964641233,9,6,790,35,56266430,1
274125.0,501(c)(3),ME,1969,115195180,44474418.0,104152916.0,106492964.0,56277,E,1890903,0.14497041889509932,9,6,790,35,56266430,1
281868.0,501(c)(3),ME,1969,115195180,44474418.0,104152916.0,106492964.0,56277,E,1890903,0.14906528785453302,9,6,790,35,56266430,1
194165.0,501(c)(3),ME,1969,115195180,44474418.0,104152916.0,106492964.0,56277,E,1890903,0.1026837442216761,9,6,790,35,56266430,1
409055.0,501(c)(3),ME,1969,115195180,44474418.0,104152916.0,106492964.0,56277,E,1890903,0.2163278602868577,9,6,790,35,56266430,1
102300.0,501(c)(3),ME,1972,887427,9097.0,397904.0,395148.0,56277,A,102300,1.0,20,20,8,200,246702,4
105656.0,501(c)(3),ME,1972,10361994,2361089.0,7943525.0,8070068.0,56277,E,105656,1.0,11,11,163,0,5682510,1
111856.0,501(c)(3),ME,1975,7568044,1346227.0,5993040.0,6550405.0,56277,F,111856,1.0,14,14,213,30,3499814,1
98899.0,501(c)(3),ME,1977,4996475,4985196.0,4164260.0,4166902.0,56277,P,98899,1.0,8,8,90,0,2792261,1
99362.0,501(c)(3),ME,1931,1812043,406311.0,2461305.0,2582180.0,56277,A,99362,1.0,17,17,9,175,474065,1
119318.0,501(c)(3),ME,1977,1652226,1026673.0,2934789.0,2962336.0,56277,I,119318,1.0,14,14,40,30,2024294,1
121173.0,501(c)(3),ME,1977,5206739,1401971.0,1659546.0,2625468.0,56277,A,121173,1.0,19,19,35,89,940519,3
140646.0,501(c)(6),ME,1978,5834547,1256590.0,5986426.0,6690675.0,56277,S,140646,1.0,36,36,5,0,529033,7
152937.0,501(c)(3),ME,1979,9346529,2392198.0,14367711.0,14952472.0,56277,P,348204,0.4392166660922907,15,15,453,69,11076115,1
110172.0,501(c)(3),ME,1979,9346529,2392198.0,14367711.0,14952472.0,56277,P,348204,0.3164007306061964,15,15,453,69,11076115,1
85095.0,501(c)(3),ME,1979,9346529,2392198.0,14367711.0,14952472.0,56277,P,348204,0.2443826033015129,15,15,453,69,11076115,1
130141.0,501(c)(3),GA,1972,9656930,27752.0,4019220.0,4460468.0,56183,X,242918,0.5357404556270017,7,0,33,0,1254151,1
112777.0,501(c)(3),GA,1972,9656930,27752.0,4019220.0,4460468.0,56183,X,242918,0.4642595443729983,7,0,33,0,1254151,1
76574.0,501(c)(3),ME,1972,3292663,65588.0,1547146.0,1919096.0,56277,P,76574,1.0,7,7,25,0,843446,1
122025.0,501(c)(3),ME,1980,2991699,2113703.0,16868451.0,16901547.0,56277,E,952927,0.1280528309093981,24,20,141,20,12997617,3
216196.0,501(c)(3),ME,1980,2991699,2113703.0,16868451.0,16901547.0,56277,E,952927,0.2268757208054762,24,20,141,20,12997617,3
276518.0,501(c)(3),ME,1980,2991699,2113703.0,16868451.0,16901547.0,56277,E,952927,0.2901775267150579,24,20,141,20,12997617,3
222732.0,501(c)(3),ME,1980,2991699,2113703.0,16868451.0,16901547.0,56277,E,952927,0.2337345882738132,24,20,141,20,12997617,3
56520.0,501(c)(3),ME,1980,2991699,2113703.0,16868451.0,16901547.0,56277,E,952927,0.059311993468544814,24,20,141,20,12997617,3
58936.0,501(c)(3),ME,1980,2991699,2113703.0,16868451.0,16901547.0,56277,E,952927,0.06184733982770978,24,20,141,20,12997617,3
277853.0,501(c)(3),ME,1981,72042608,46670574.0,325483673.0,330780492.0,56277,E,2721596,0.1020919342914966,15,10,1181,104,82654695,4
249618.0,501(c)(3),ME,1981,72042608,46670574.0,325483673.0,330780492.0,56277,E,2721596,0.09171750693343173,15,10,1181,104,82654695,4
286242.0,501(c)(3),ME,1981,72042608,46670574.0,325483673.0,330780492.0,56277,E,2721596,0.10517431683468084,15,10,1181,104,82654695,4
290292.0,501(c)(3),ME,1981,72042608,46670574.0,325483673.0,330780492.0,56277,E,2721596,0.10666241425986812,15,10,1181,104,82654695,4
259575.0,501(c)(3),ME,1981,72042608,46670574.0,325483673.0,330780492.0,56277,E,2721596,0.09537602201061436,15,10,1181,104,82654695,4
284608.0,501(c)(3),ME,1981,72042608,46670574.0,325483673.0,330780492.0,56277,E,2721596,0.1045739338241238,15,10,1181,104,82654695,4
573306.0,501(c)(3),ME,1981,72042608,46670574.0,325483673.0,330780492.0,56277,E,2721596,0.21065066233195526,15,10,1181,104,82654695,4
500102.0,501(c)(3),ME,1981,72042608,46670574.0,325483673.0,330780492.0,56277,E,2721596,0.1837532095138294,15,10,1181,104,82654695,4
66682.0,501(c)(3),ME,1979,1189365,105047.0,845615.0,802263.0,56277,C,66682,1.0,11,11,20,4,578258,1
130845.0,501(c)(3),ME,1982,187846531,83504433.0,69673994.0,74308374.0,56277,E,1724572,0.07587099871736291,8,5,522,15,27202438,4
866848.0,501(c)(3),ME,1982,187846531,83504433.0,69673994.0,74308374.0,56277,E,1724572,0.5026452940207773,8,5,522,15,27202438,4
229117.0,501(c)(3),ME,1982,187846531,83504433.0,69673994.0,74308374.0,56277,E,1724572,0.1328544125730906,8,5,522,15,27202438,4
497762.0,501(c)(3),ME,1982,187846531,83504433.0,69673994.0,74308374.0,56277,E,1724572,0.28862929468876913,8,5,522,15,27202438,4
124848.0,501(c)(3),ME,1983,532553445,99493662.0,35913386.0,66291435.0,56277,T,710689,0.17567177766927586,17,17,38,469,2990044,1
148771.0,501(c)(3),ME,1983,532553445,99493662.0,35913386.0,66291435.0,56277,T,710689,0.20933347779408434,17,17,38,469,2990044,1
198722.0,501(c)(3),ME,1983,532553445,99493662.0,35913386.0,66291435.0,56277,T,710689,0.2796187924675913,17,17,38,469,2990044,1
119553.0,501(c)(3),ME,1983,532553445,99493662.0,35913386.0,66291435.0,56277,T,710689,0.16822126133934814,17,17,38,469,2990044,1
118795.0,501(c)(3),ME,1983,532553445,99493662.0,35913386.0,66291435.0,56277,T,710689,0.16715469072970032,17,17,38,469,2990044,1
115754.0,501(c)(3),ME,1977,13171411,770114.0,13439143.0,13308887.0,56277,P,115754,1.0,21,21,316,6000,7881785,1
613107.0,501(c)(3),ME,1987,449460710,476563700.0,77593319.0,66828560.0,56277,E,4769995,0.1285340969959088,17,13,0,0,21178164,3
1324706.0,501(c)(3),ME,1987,449460710,476563700.0,77593319.0,66828560.0,56277,E,4769995,0.2777164336650248,17,13,0,0,21178164,3
403344.0,501(c)(3),ME,1987,449460710,476563700.0,77593319.0,66828560.0,56277,E,4769995,0.08455857920186499,17,13,0,0,21178164,3
254571.0,501(c)(3),ME,1987,449460710,476563700.0,77593319.0,66828560.0,56277,E,4769995,0.053369238332534936,17,13,0,0,21178164,3
525029.0,501(c)(3),ME,1987,449460710,476563700.0,77593319.0,66828560.0,56277,E,4769995,0.11006908812273387,17,13,0,0,21178164,3
465991.0,501(c)(3),ME,1987,449460710,476563700.0,77593319.0,66828560.0,56277,E,4769995,0.09769213594563517,17,13,0,0,21178164,3
354500.0,501(c)(3),ME,1987,449460710,476563700.0,77593319.0,66828560.0,56277,E,4769995,0.07431873618316162,17,13,0,0,21178164,3
148167.0,501(c)(3),ME,1987,449460710,476563700.0,77593319.0,66828560.0,56277,E,4769995,0.031062296711002843,17,13,0,0,21178164,3
680580.0,501(c)(3),ME,1987,449460710,476563700.0,77593319.0,66828560.0,56277,E,4769995,0.14267939484213296,17,13,0,0,21178164,3
77377.0,501(c)(3),ME,1988,106079,108636.0,1132849.0,1111195.0,56277,G,77377,1.0,11,11,20,20,670841,1
163676.0,501(c)(3),ME,1990,6740522,2790425.0,6786959.0,6840370.0,56277,E,163676,1.0,13,13,59,25,3820802,1
73500.0,501(c)(3),ME,1989,3793264,0.0,502718.0,455031.0,56277,C,73500,1.0,14,14,3,45,190687,1
444996.0,501(c)(3),ME,1987,31382165,22351038.0,111493335.0,114937683.0,56277,F,1639559,0.271412007741106,15,11,752,11,42128949,3
345277.0,501(c)(3),ME,1987,31382165,22351038.0,111493335.0,114937683.0,56277,F,1639559,0.21059138463452676,15,11,752,11,42128949,3
291666.0,501(c)(3),ME,1987,31382165,22351038.0,111493335.0,114937683.0,56277,F,1639559,0.1778929578014576,15,11,752,11,42128949,3
140622.0,501(c)(3),ME,1987,31382165,22351038.0,111493335.0,114937683.0,56277,F,1639559,0.08576818522541732,15,11,752,11,42128949,3
203926.0,501(c)(3),ME,1987,31382165,22351038.0,111493335.0,114937683.0,56277,F,1639559,0.12437856765142336,15,11,752,11,42128949,3
213072.0,501(c)(3),ME,1987,31382165,22351038.0,111493335.0,114937683.0,56277,F,1639559,0.12995689694606904,15,11,752,11,42128949,3
127039.0,501(c)(3),ME,1991,3050330,400521.0,3328044.0,3724739.0,56277,E,127039,1.0,11,11,25,11,1440486,8
249888.0,501(c)(3),ME,1994,167386,64313.0,1389570.0,795084.0,56277,E,249888,1.0,17,13,72,0,3632784,3
107987.0,501(c)(3),ME,1995,390601,90197.0,1066424.0,1033679.0,56277,F,202147,0.5342003591445829,10,5,0,5,1063119,3
94160.0,501(c)(3),ME,1995,390601,90197.0,1066424.0,1033679.0,56277,F,202147,0.4657996408554171,10,5,0,5,1063119,3
91378.0,501(c)(3),ME,1995,1540386,221152.0,3314754.0,3418913.0,56277,F,91378,1.0,6,6,72,6,2199473,1
63461.0,501(c)(3),ME,1994,2605381,206086.0,684125.0,493258.0,56277,A,63461,1.0,11,11,6,400,173434,2
186099.0,501(c)(3),ME,1997,45734943,12816962.0,70890629.0,77695607.0,56277,E,353574,0.5263367781567649,9,2,0,0,35879412,3
167475.0,501(c)(3),ME,1997,45734943,12816962.0,70890629.0,77695607.0,56277,E,353574,0.4736632218432351,9,2,0,0,35879412,3
160262.0,501(c)(3),ME,1998,9808566,329646.0,1472091.0,2222626.0,56277,A,160262,1.0,11,11,62,85,818123,1
211152.0,501(c)(3),ME,1998,3355683,30280.0,2176736.0,2157837.0,56277,C,211152,1.0,10,9,17,12,1428563,1
208108.0,501(c)(3),ME,1999,741405150,431650595.0,181697291.0,164902610.0,56277,E,13493754,0.01542254290392429,19,17,1164,17,91394550,4
138549.0,501(c)(3),ME,1999,741405150,431650595.0,181697291.0,164902610.0,56277,E,13493754,0.010267639383376931,19,17,1164,17,91394550,4
371500.0,501(c)(3),ME,1999,741405150,431650595.0,181697291.0,164902610.0,56277,E,13493754,0.02753125631310605,19,17,1164,17,91394550,4
336066.0,501(c)(3),ME,1999,741405150,431650595.0,181697291.0,164902610.0,56277,E,13493754,0.024905300630202683,19,17,1164,17,91394550,4
213334.0,501(c)(3),ME,1999,741405150,431650595.0,181697291.0,164902610.0,56277,E,13493754,0.01580983320134634,19,17,1164,17,91394550,4
174712.0,501(c)(3),ME,1999,741405150,431650595.0,181697291.0,164902610.0,56277,E,13493754,0.01294762006184491,19,17,1164,17,91394550,4
130056.0,501(c)(3),ME,1999,741405150,431650595.0,181697291.0,164902610.0,56277,E,13493754,0.009638237068794941,19,17,1164,17,91394550,4
318276.0,501(c)(3),ME,1999,741405150,431650595.0,181697291.0,164902610.0,56277,E,13493754,0.023586912878358388,19,17,1164,17,91394550,4
524052.0,501(c)(3),ME,1999,741405150,431650595.0,181697291.0,164902610.0,56277,E,13493754,0.038836635083165136,19,17,1164,17,91394550,4
232342.0,501(c)(3),ME,1999,741405150,431650595.0,181697291.0,164902610.0,56277,E,13493754,0.017218484937549624,19,17,1164,17,91394550,4
379179.0,501(c)(3),ME,1999,741405150,431650595.0,181697291.0,164902610.0,56277,E,13493754,0.028100334421392297,19,17,1164,17,91394550,4
345407.0,501(c)(3),ME,1999,741405150,431650595.0,181697291.0,164902610.0,56277,E,13493754,0.02559754683537287,19,17,1164,17,91394550,4
358323.0,501(c)(3),ME,1999,741405150,431650595.0,181697291.0,164902610.0,56277,E,13493754,0.02655473043305814,19,17,1164,17,91394550,4
240632.0,501(c)(3),ME,1999,741405150,431650595.0,181697291.0,164902610.0,56277,E,13493754,0.01783284325473845,19,17,1164,17,91394550,4
213828.0,501(c)(3),ME,1999,741405150,431650595.0,181697291.0,164902610.0,56277,E,13493754,0.015846442731948424,19,17,1164,17,91394550,4
496014.0,501(c)(3),ME,1999,741405150,431650595.0,181697291.0,164902610.0,56277,E,13493754,0.03675878484223145,19,17,1164,17,91394550,4
158424.0,501(c)(3),ME,1999,741405150,431650595.0,181697291.0,164902610.0,56277,E,13493754,0.01174054306903772,19,17,1164,17,91394550,4
237479.0,501(c)(3),ME,1999,741405150,431650595.0,181697291.0,164902610.0,56277,E,13493754,0.017599179590794378,19,17,1164,17,91394550,4
68844.0,501(c)(3),ME,1999,741405150,431650595.0,181697291.0,164902610.0,56277,E,13493754,0.005101916042044343,19,17,1164,17,91394550,4
378787.0,501(c)(3),ME,1999,741405150,431650595.0,181697291.0,164902610.0,56277,E,13493754,0.02807128394366757,19,17,1164,17,91394550,4
254453.0,501(c)(3),ME,1999,741405150,431650595.0,181697291.0,164902610.0,56277,E,13493754,0.018857094919619847,19,17,1164,17,91394550,4
240765.0,501(c)(3),ME,1999,741405150,431650595.0,181697291.0,164902610.0,56277,E,13493754,0.017842699666823628,19,17,1164,17,91394550,4
294721.0,501(c)(3),ME,1999,741405150,431650595.0,181697291.0,164902610.0,56277,E,13493754,0.02184129042222053,19,17,1164,17,91394550,4
958052.0,501(c)(3),ME,1999,741405150,431650595.0,181697291.0,164902610.0,56277,E,13493754,0.07099966399268877,19,17,1164,17,91394550,4
229955.0,501(c)(3),ME,1999,741405150,431650595.0,181697291.0,164902610.0,56277,E,13493754,0.017041588278547244,19,17,1164,17,91394550,4
387498.0,501(c)(3),ME,1999,741405150,431650595.0,181697291.0,164902610.0,56277,E,13493754,0.028716841881065863,19,17,1164,17,91394550,4
395807.0,501(c)(3),ME,1999,741405150,431650595.0,181697291.0,164902610.0,56277,E,13493754,0.029332608257124,19,17,1164,17,91394550,4
